category;dataset;variable;period;scenario;sub_period;start_year;end_year;attribute;focal;variable_long;unit;path;valid
lulc;wslhabmap;cl61;present;NA;NA;NA;NA;NA;3000;swamp forest;percentage cover;./lulc/wslhabmap/cl61/lulc_wslhabmap_cl61_3000.tif;yes
lulc;wslhabmap;cl61;present;NA;NA;NA;NA;NA;400;swamp forest;percentage cover;./lulc/wslhabmap/cl61/lulc_wslhabmap_cl61_400.tif;yes
lulc;wslhabmap;cl61;present;NA;NA;NA;NA;NA;4000;swamp forest;percentage cover;./lulc/wslhabmap/cl61/lulc_wslhabmap_cl61_4000.tif;yes
lulc;wslhabmap;cl61;present;NA;NA;NA;NA;NA;50;swamp forest;percentage cover;./lulc/wslhabmap/cl61/lulc_wslhabmap_cl61_50.tif;yes
lulc;wslhabmap;cl61;present;NA;NA;NA;NA;NA;500;swamp forest;percentage cover;./lulc/wslhabmap/cl61/lulc_wslhabmap_cl61_500.tif;yes
lulc;wslhabmap;cl61;present;NA;NA;NA;NA;NA;5000;swamp forest;percentage cover;./lulc/wslhabmap/cl61/lulc_wslhabmap_cl61_5000.tif;yes
lulc;wslhabmap;cl62;present;NA;NA;NA;NA;NA;NA;beech forest;percentage cover;./lulc/wslhabmap/cl62/lulc_wslhabmap_cl62.tif;yes
lulc;wslhabmap;cl62;present;NA;NA;NA;NA;NA;100;beech forest;percentage cover;./lulc/wslhabmap/cl62/lulc_wslhabmap_cl62_100.tif;yes
lulc;wslhabmap;cl62;present;NA;NA;NA;NA;NA;1000;beech forest;percentage cover;./lulc/wslhabmap/cl62/lulc_wslhabmap_cl62_1000.tif;yes
lulc;wslhabmap;cl62;present;NA;NA;NA;NA;NA;1500;beech forest;percentage cover;./lulc/wslhabmap/cl62/lulc_wslhabmap_cl62_1500.tif;yes
lulc;wslhabmap;cl62;present;NA;NA;NA;NA;NA;200;beech forest;percentage cover;./lulc/wslhabmap/cl62/lulc_wslhabmap_cl62_200.tif;yes
lulc;wslhabmap;cl62;present;NA;NA;NA;NA;NA;2000;beech forest;percentage cover;./lulc/wslhabmap/cl62/lulc_wslhabmap_cl62_2000.tif;yes
lulc;wslhabmap;cl62;present;NA;NA;NA;NA;NA;25;beech forest;percentage cover;./lulc/wslhabmap/cl62/lulc_wslhabmap_cl62_25.tif;yes
lulc;wslhabmap;cl62;present;NA;NA;NA;NA;NA;300;beech forest;percentage cover;./lulc/wslhabmap/cl62/lulc_wslhabmap_cl62_300.tif;yes
lulc;wslhabmap;cl62;present;NA;NA;NA;NA;NA;3000;beech forest;percentage cover;./lulc/wslhabmap/cl62/lulc_wslhabmap_cl62_3000.tif;yes
lulc;wslhabmap;cl62;present;NA;NA;NA;NA;NA;400;beech forest;percentage cover;./lulc/wslhabmap/cl62/lulc_wslhabmap_cl62_400.tif;yes
lulc;wslhabmap;cl62;present;NA;NA;NA;NA;NA;4000;beech forest;percentage cover;./lulc/wslhabmap/cl62/lulc_wslhabmap_cl62_4000.tif;yes
lulc;wslhabmap;cl62;present;NA;NA;NA;NA;NA;50;beech forest;percentage cover;./lulc/wslhabmap/cl62/lulc_wslhabmap_cl62_50.tif;yes
lulc;wslhabmap;cl62;present;NA;NA;NA;NA;NA;500;beech forest;percentage cover;./lulc/wslhabmap/cl62/lulc_wslhabmap_cl62_500.tif;yes
lulc;wslhabmap;cl62;present;NA;NA;NA;NA;NA;5000;beech forest;percentage cover;./lulc/wslhabmap/cl62/lulc_wslhabmap_cl62_5000.tif;yes
lulc;wslhabmap;cl63;present;NA;NA;NA;NA;NA;NA;other broadleaf forests;percentage cover;./lulc/wslhabmap/cl63/lulc_wslhabmap_cl63.tif;yes
lulc;wslhabmap;cl63;present;NA;NA;NA;NA;NA;100;other broadleaf forests;percentage cover;./lulc/wslhabmap/cl63/lulc_wslhabmap_cl63_100.tif;yes
lulc;wslhabmap;cl63;present;NA;NA;NA;NA;NA;1000;other broadleaf forests;percentage cover;./lulc/wslhabmap/cl63/lulc_wslhabmap_cl63_1000.tif;yes
lulc;wslhabmap;cl63;present;NA;NA;NA;NA;NA;1500;other broadleaf forests;percentage cover;./lulc/wslhabmap/cl63/lulc_wslhabmap_cl63_1500.tif;yes
lulc;wslhabmap;cl63;present;NA;NA;NA;NA;NA;200;other broadleaf forests;percentage cover;./lulc/wslhabmap/cl63/lulc_wslhabmap_cl63_200.tif;yes
lulc;wslhabmap;cl63;present;NA;NA;NA;NA;NA;2000;other broadleaf forests;percentage cover;./lulc/wslhabmap/cl63/lulc_wslhabmap_cl63_2000.tif;yes
lulc;wslhabmap;cl63;present;NA;NA;NA;NA;NA;25;other broadleaf forests;percentage cover;./lulc/wslhabmap/cl63/lulc_wslhabmap_cl63_25.tif;yes
lulc;wslhabmap;cl63;present;NA;NA;NA;NA;NA;300;other broadleaf forests;percentage cover;./lulc/wslhabmap/cl63/lulc_wslhabmap_cl63_300.tif;yes
lulc;wslhabmap;cl63;present;NA;NA;NA;NA;NA;3000;other broadleaf forests;percentage cover;./lulc/wslhabmap/cl63/lulc_wslhabmap_cl63_3000.tif;yes
lulc;wslhabmap;cl63;present;NA;NA;NA;NA;NA;400;other broadleaf forests;percentage cover;./lulc/wslhabmap/cl63/lulc_wslhabmap_cl63_400.tif;yes
lulc;wslhabmap;cl63;present;NA;NA;NA;NA;NA;4000;other broadleaf forests;percentage cover;./lulc/wslhabmap/cl63/lulc_wslhabmap_cl63_4000.tif;yes
lulc;wslhabmap;cl63;present;NA;NA;NA;NA;NA;50;other broadleaf forests;percentage cover;./lulc/wslhabmap/cl63/lulc_wslhabmap_cl63_50.tif;yes
lulc;wslhabmap;cl63;present;NA;NA;NA;NA;NA;500;other broadleaf forests;percentage cover;./lulc/wslhabmap/cl63/lulc_wslhabmap_cl63_500.tif;yes
lulc;wslhabmap;cl63;present;NA;NA;NA;NA;NA;5000;other broadleaf forests;percentage cover;./lulc/wslhabmap/cl63/lulc_wslhabmap_cl63_5000.tif;yes
lulc;wslhabmap;cl64;present;NA;NA;NA;NA;NA;NA;thermophilic pine forest;percentage cover;./lulc/wslhabmap/cl64/lulc_wslhabmap_cl64.tif;yes
lulc;wslhabmap;cl64;present;NA;NA;NA;NA;NA;100;thermophilic pine forest;percentage cover;./lulc/wslhabmap/cl64/lulc_wslhabmap_cl64_100.tif;yes
lulc;wslhabmap;cl64;present;NA;NA;NA;NA;NA;1000;thermophilic pine forest;percentage cover;./lulc/wslhabmap/cl64/lulc_wslhabmap_cl64_1000.tif;yes
lulc;wslhabmap;cl64;present;NA;NA;NA;NA;NA;1500;thermophilic pine forest;percentage cover;./lulc/wslhabmap/cl64/lulc_wslhabmap_cl64_1500.tif;yes
lulc;wslhabmap;cl64;present;NA;NA;NA;NA;NA;200;thermophilic pine forest;percentage cover;./lulc/wslhabmap/cl64/lulc_wslhabmap_cl64_200.tif;yes
lulc;wslhabmap;cl64;present;NA;NA;NA;NA;NA;2000;thermophilic pine forest;percentage cover;./lulc/wslhabmap/cl64/lulc_wslhabmap_cl64_2000.tif;yes
lulc;wslhabmap;cl64;present;NA;NA;NA;NA;NA;25;thermophilic pine forest;percentage cover;./lulc/wslhabmap/cl64/lulc_wslhabmap_cl64_25.tif;yes
lulc;wslhabmap;cl64;present;NA;NA;NA;NA;NA;300;thermophilic pine forest;percentage cover;./lulc/wslhabmap/cl64/lulc_wslhabmap_cl64_300.tif;yes
lulc;wslhabmap;cl64;present;NA;NA;NA;NA;NA;3000;thermophilic pine forest;percentage cover;./lulc/wslhabmap/cl64/lulc_wslhabmap_cl64_3000.tif;yes
lulc;wslhabmap;cl64;present;NA;NA;NA;NA;NA;400;thermophilic pine forest;percentage cover;./lulc/wslhabmap/cl64/lulc_wslhabmap_cl64_400.tif;yes
lulc;wslhabmap;cl64;present;NA;NA;NA;NA;NA;4000;thermophilic pine forest;percentage cover;./lulc/wslhabmap/cl64/lulc_wslhabmap_cl64_4000.tif;yes
lulc;wslhabmap;cl64;present;NA;NA;NA;NA;NA;50;thermophilic pine forest;percentage cover;./lulc/wslhabmap/cl64/lulc_wslhabmap_cl64_50.tif;yes
lulc;wslhabmap;cl64;present;NA;NA;NA;NA;NA;500;thermophilic pine forest;percentage cover;./lulc/wslhabmap/cl64/lulc_wslhabmap_cl64_500.tif;yes
lulc;wslhabmap;cl64;present;NA;NA;NA;NA;NA;5000;thermophilic pine forest;percentage cover;./lulc/wslhabmap/cl64/lulc_wslhabmap_cl64_5000.tif;yes
lulc;wslhabmap;cl65;present;NA;NA;NA;NA;NA;NA;bog forest;percentage cover;./lulc/wslhabmap/cl65/lulc_wslhabmap_cl65.tif;yes
lulc;wslhabmap;cl65;present;NA;NA;NA;NA;NA;100;bog forest;percentage cover;./lulc/wslhabmap/cl65/lulc_wslhabmap_cl65_100.tif;yes
lulc;wslhabmap;cl65;present;NA;NA;NA;NA;NA;1000;bog forest;percentage cover;./lulc/wslhabmap/cl65/lulc_wslhabmap_cl65_1000.tif;yes
lulc;wslhabmap;cl65;present;NA;NA;NA;NA;NA;1500;bog forest;percentage cover;./lulc/wslhabmap/cl65/lulc_wslhabmap_cl65_1500.tif;yes
lulc;wslhabmap;cl65;present;NA;NA;NA;NA;NA;200;bog forest;percentage cover;./lulc/wslhabmap/cl65/lulc_wslhabmap_cl65_200.tif;yes
lulc;wslhabmap;cl65;present;NA;NA;NA;NA;NA;2000;bog forest;percentage cover;./lulc/wslhabmap/cl65/lulc_wslhabmap_cl65_2000.tif;yes
lulc;wslhabmap;cl65;present;NA;NA;NA;NA;NA;25;bog forest;percentage cover;./lulc/wslhabmap/cl65/lulc_wslhabmap_cl65_25.tif;yes
lulc;wslhabmap;cl65;present;NA;NA;NA;NA;NA;300;bog forest;percentage cover;./lulc/wslhabmap/cl65/lulc_wslhabmap_cl65_300.tif;yes
lulc;wslhabmap;cl65;present;NA;NA;NA;NA;NA;3000;bog forest;percentage cover;./lulc/wslhabmap/cl65/lulc_wslhabmap_cl65_3000.tif;yes
lulc;wslhabmap;cl65;present;NA;NA;NA;NA;NA;400;bog forest;percentage cover;./lulc/wslhabmap/cl65/lulc_wslhabmap_cl65_400.tif;yes
lulc;wslhabmap;cl65;present;NA;NA;NA;NA;NA;4000;bog forest;percentage cover;./lulc/wslhabmap/cl65/lulc_wslhabmap_cl65_4000.tif;yes
lulc;wslhabmap;cl65;present;NA;NA;NA;NA;NA;50;bog forest;percentage cover;./lulc/wslhabmap/cl65/lulc_wslhabmap_cl65_50.tif;yes
lulc;wslhabmap;cl65;present;NA;NA;NA;NA;NA;500;bog forest;percentage cover;./lulc/wslhabmap/cl65/lulc_wslhabmap_cl65_500.tif;yes
lulc;wslhabmap;cl65;present;NA;NA;NA;NA;NA;5000;bog forest;percentage cover;./lulc/wslhabmap/cl65/lulc_wslhabmap_cl65_5000.tif;yes
lulc;wslhabmap;cl66;present;NA;NA;NA;NA;NA;NA;highland coniferous forest;percentage cover;./lulc/wslhabmap/cl66/lulc_wslhabmap_cl66.tif;yes
lulc;wslhabmap;cl66;present;NA;NA;NA;NA;NA;100;highland coniferous forest;percentage cover;./lulc/wslhabmap/cl66/lulc_wslhabmap_cl66_100.tif;yes
lulc;wslhabmap;cl66;present;NA;NA;NA;NA;NA;1000;highland coniferous forest;percentage cover;./lulc/wslhabmap/cl66/lulc_wslhabmap_cl66_1000.tif;yes
lulc;wslhabmap;cl66;present;NA;NA;NA;NA;NA;1500;highland coniferous forest;percentage cover;./lulc/wslhabmap/cl66/lulc_wslhabmap_cl66_1500.tif;yes
lulc;wslhabmap;cl66;present;NA;NA;NA;NA;NA;200;highland coniferous forest;percentage cover;./lulc/wslhabmap/cl66/lulc_wslhabmap_cl66_200.tif;yes
lulc;wslhabmap;cl66;present;NA;NA;NA;NA;NA;2000;highland coniferous forest;percentage cover;./lulc/wslhabmap/cl66/lulc_wslhabmap_cl66_2000.tif;yes
lulc;wslhabmap;cl66;present;NA;NA;NA;NA;NA;25;highland coniferous forest;percentage cover;./lulc/wslhabmap/cl66/lulc_wslhabmap_cl66_25.tif;yes
lulc;wslhabmap;cl66;present;NA;NA;NA;NA;NA;300;highland coniferous forest;percentage cover;./lulc/wslhabmap/cl66/lulc_wslhabmap_cl66_300.tif;yes
lulc;wslhabmap;cl66;present;NA;NA;NA;NA;NA;3000;highland coniferous forest;percentage cover;./lulc/wslhabmap/cl66/lulc_wslhabmap_cl66_3000.tif;yes
lulc;wslhabmap;cl66;present;NA;NA;NA;NA;NA;400;highland coniferous forest;percentage cover;./lulc/wslhabmap/cl66/lulc_wslhabmap_cl66_400.tif;yes
lulc;wslhabmap;cl66;present;NA;NA;NA;NA;NA;4000;highland coniferous forest;percentage cover;./lulc/wslhabmap/cl66/lulc_wslhabmap_cl66_4000.tif;yes
lulc;wslhabmap;cl66;present;NA;NA;NA;NA;NA;50;highland coniferous forest;percentage cover;./lulc/wslhabmap/cl66/lulc_wslhabmap_cl66_50.tif;yes
lulc;wslhabmap;cl66;present;NA;NA;NA;NA;NA;500;highland coniferous forest;percentage cover;./lulc/wslhabmap/cl66/lulc_wslhabmap_cl66_500.tif;yes
lulc;wslhabmap;cl66;present;NA;NA;NA;NA;NA;5000;highland coniferous forest;percentage cover;./lulc/wslhabmap/cl66/lulc_wslhabmap_cl66_5000.tif;yes
lulc;wslhabmap;cl71;present;NA;NA;NA;NA;NA;NA;trampled and ruderal land;percentage cover;./lulc/wslhabmap/cl71/lulc_wslhabmap_cl71.tif;yes
lulc;wslhabmap;cl71;present;NA;NA;NA;NA;NA;100;trampled and ruderal land;percentage cover;./lulc/wslhabmap/cl71/lulc_wslhabmap_cl71_100.tif;yes
lulc;wslhabmap;cl71;present;NA;NA;NA;NA;NA;1000;trampled and ruderal land;percentage cover;./lulc/wslhabmap/cl71/lulc_wslhabmap_cl71_1000.tif;yes
lulc;wslhabmap;cl71;present;NA;NA;NA;NA;NA;1500;trampled and ruderal land;percentage cover;./lulc/wslhabmap/cl71/lulc_wslhabmap_cl71_1500.tif;yes
lulc;wslhabmap;cl71;present;NA;NA;NA;NA;NA;200;trampled and ruderal land;percentage cover;./lulc/wslhabmap/cl71/lulc_wslhabmap_cl71_200.tif;yes
lulc;wslhabmap;cl71;present;NA;NA;NA;NA;NA;2000;trampled and ruderal land;percentage cover;./lulc/wslhabmap/cl71/lulc_wslhabmap_cl71_2000.tif;yes
lulc;wslhabmap;cl71;present;NA;NA;NA;NA;NA;25;trampled and ruderal land;percentage cover;./lulc/wslhabmap/cl71/lulc_wslhabmap_cl71_25.tif;yes
lulc;wslhabmap;cl71;present;NA;NA;NA;NA;NA;300;trampled and ruderal land;percentage cover;./lulc/wslhabmap/cl71/lulc_wslhabmap_cl71_300.tif;yes
lulc;wslhabmap;cl71;present;NA;NA;NA;NA;NA;3000;trampled and ruderal land;percentage cover;./lulc/wslhabmap/cl71/lulc_wslhabmap_cl71_3000.tif;yes
lulc;wslhabmap;cl71;present;NA;NA;NA;NA;NA;400;trampled and ruderal land;percentage cover;./lulc/wslhabmap/cl71/lulc_wslhabmap_cl71_400.tif;yes
lulc;wslhabmap;cl71;present;NA;NA;NA;NA;NA;4000;trampled and ruderal land;percentage cover;./lulc/wslhabmap/cl71/lulc_wslhabmap_cl71_4000.tif;yes
lulc;wslhabmap;cl71;present;NA;NA;NA;NA;NA;50;trampled and ruderal land;percentage cover;./lulc/wslhabmap/cl71/lulc_wslhabmap_cl71_50.tif;yes
lulc;wslhabmap;cl71;present;NA;NA;NA;NA;NA;500;trampled and ruderal land;percentage cover;./lulc/wslhabmap/cl71/lulc_wslhabmap_cl71_500.tif;yes
lulc;wslhabmap;cl71;present;NA;NA;NA;NA;NA;5000;trampled and ruderal land;percentage cover;./lulc/wslhabmap/cl71/lulc_wslhabmap_cl71_5000.tif;yes
lulc;wslhabmap;cl81;present;NA;NA;NA;NA;NA;NA;woody plant crops;percentage cover;./lulc/wslhabmap/cl81/lulc_wslhabmap_cl81.tif;yes
lulc;wslhabmap;cl81;present;NA;NA;NA;NA;NA;100;woody plant crops;percentage cover;./lulc/wslhabmap/cl81/lulc_wslhabmap_cl81_100.tif;yes
lulc;wslhabmap;cl81;present;NA;NA;NA;NA;NA;1000;woody plant crops;percentage cover;./lulc/wslhabmap/cl81/lulc_wslhabmap_cl81_1000.tif;yes
lulc;wslhabmap;cl81;present;NA;NA;NA;NA;NA;1500;woody plant crops;percentage cover;./lulc/wslhabmap/cl81/lulc_wslhabmap_cl81_1500.tif;yes
lulc;wslhabmap;cl81;present;NA;NA;NA;NA;NA;200;woody plant crops;percentage cover;./lulc/wslhabmap/cl81/lulc_wslhabmap_cl81_200.tif;yes
lulc;wslhabmap;cl81;present;NA;NA;NA;NA;NA;2000;woody plant crops;percentage cover;./lulc/wslhabmap/cl81/lulc_wslhabmap_cl81_2000.tif;yes
lulc;wslhabmap;cl81;present;NA;NA;NA;NA;NA;25;woody plant crops;percentage cover;./lulc/wslhabmap/cl81/lulc_wslhabmap_cl81_25.tif;yes
lulc;wslhabmap;cl81;present;NA;NA;NA;NA;NA;300;woody plant crops;percentage cover;./lulc/wslhabmap/cl81/lulc_wslhabmap_cl81_300.tif;yes
lulc;wslhabmap;cl81;present;NA;NA;NA;NA;NA;3000;woody plant crops;percentage cover;./lulc/wslhabmap/cl81/lulc_wslhabmap_cl81_3000.tif;yes
lulc;wslhabmap;cl81;present;NA;NA;NA;NA;NA;400;woody plant crops;percentage cover;./lulc/wslhabmap/cl81/lulc_wslhabmap_cl81_400.tif;yes
lulc;wslhabmap;cl81;present;NA;NA;NA;NA;NA;4000;woody plant crops;percentage cover;./lulc/wslhabmap/cl81/lulc_wslhabmap_cl81_4000.tif;yes
lulc;wslhabmap;cl81;present;NA;NA;NA;NA;NA;50;woody plant crops;percentage cover;./lulc/wslhabmap/cl81/lulc_wslhabmap_cl81_50.tif;yes
lulc;wslhabmap;cl81;present;NA;NA;NA;NA;NA;500;woody plant crops;percentage cover;./lulc/wslhabmap/cl81/lulc_wslhabmap_cl81_500.tif;yes
lulc;wslhabmap;cl81;present;NA;NA;NA;NA;NA;5000;woody plant crops;percentage cover;./lulc/wslhabmap/cl81/lulc_wslhabmap_cl81_5000.tif;yes
lulc;wslhabmap;cl82;present;NA;NA;NA;NA;NA;NA;herbaceous crops;percentage cover;./lulc/wslhabmap/cl82/lulc_wslhabmap_cl82.tif;yes
lulc;wslhabmap;cl82;present;NA;NA;NA;NA;NA;100;herbaceous crops;percentage cover;./lulc/wslhabmap/cl82/lulc_wslhabmap_cl82_100.tif;yes
lulc;wslhabmap;cl82;present;NA;NA;NA;NA;NA;1000;herbaceous crops;percentage cover;./lulc/wslhabmap/cl82/lulc_wslhabmap_cl82_1000.tif;yes
lulc;wslhabmap;cl82;present;NA;NA;NA;NA;NA;1500;herbaceous crops;percentage cover;./lulc/wslhabmap/cl82/lulc_wslhabmap_cl82_1500.tif;yes
lulc;wslhabmap;cl82;present;NA;NA;NA;NA;NA;200;herbaceous crops;percentage cover;./lulc/wslhabmap/cl82/lulc_wslhabmap_cl82_200.tif;yes
lulc;wslhabmap;cl82;present;NA;NA;NA;NA;NA;2000;herbaceous crops;percentage cover;./lulc/wslhabmap/cl82/lulc_wslhabmap_cl82_2000.tif;yes
lulc;wslhabmap;cl82;present;NA;NA;NA;NA;NA;25;herbaceous crops;percentage cover;./lulc/wslhabmap/cl82/lulc_wslhabmap_cl82_25.tif;yes
lulc;wslhabmap;cl82;present;NA;NA;NA;NA;NA;300;herbaceous crops;percentage cover;./lulc/wslhabmap/cl82/lulc_wslhabmap_cl82_300.tif;yes
lulc;wslhabmap;cl82;present;NA;NA;NA;NA;NA;3000;herbaceous crops;percentage cover;./lulc/wslhabmap/cl82/lulc_wslhabmap_cl82_3000.tif;yes
lulc;wslhabmap;cl82;present;NA;NA;NA;NA;NA;400;herbaceous crops;percentage cover;./lulc/wslhabmap/cl82/lulc_wslhabmap_cl82_400.tif;yes
lulc;wslhabmap;cl82;present;NA;NA;NA;NA;NA;4000;herbaceous crops;percentage cover;./lulc/wslhabmap/cl82/lulc_wslhabmap_cl82_4000.tif;yes
lulc;wslhabmap;cl82;present;NA;NA;NA;NA;NA;50;herbaceous crops;percentage cover;./lulc/wslhabmap/cl82/lulc_wslhabmap_cl82_50.tif;yes
lulc;wslhabmap;cl82;present;NA;NA;NA;NA;NA;500;herbaceous crops;percentage cover;./lulc/wslhabmap/cl82/lulc_wslhabmap_cl82_500.tif;yes
lulc;wslhabmap;cl82;present;NA;NA;NA;NA;NA;5000;herbaceous crops;percentage cover;./lulc/wslhabmap/cl82/lulc_wslhabmap_cl82_5000.tif;yes
lulc;wslhabmap;cl92;present;NA;NA;NA;NA;NA;NA;buildings;percentage cover;./lulc/wslhabmap/cl92/lulc_wslhabmap_cl92.tif;yes
lulc;wslhabmap;cl92;present;NA;NA;NA;NA;NA;100;buildings;percentage cover;./lulc/wslhabmap/cl92/lulc_wslhabmap_cl92_100.tif;yes
lulc;wslhabmap;cl92;present;NA;NA;NA;NA;NA;1000;buildings;percentage cover;./lulc/wslhabmap/cl92/lulc_wslhabmap_cl92_1000.tif;yes
lulc;wslhabmap;cl92;present;NA;NA;NA;NA;NA;1500;buildings;percentage cover;./lulc/wslhabmap/cl92/lulc_wslhabmap_cl92_1500.tif;yes
lulc;wslhabmap;cl92;present;NA;NA;NA;NA;NA;200;buildings;percentage cover;./lulc/wslhabmap/cl92/lulc_wslhabmap_cl92_200.tif;yes
lulc;wslhabmap;cl92;present;NA;NA;NA;NA;NA;2000;buildings;percentage cover;./lulc/wslhabmap/cl92/lulc_wslhabmap_cl92_2000.tif;yes
lulc;wslhabmap;cl92;present;NA;NA;NA;NA;NA;25;buildings;percentage cover;./lulc/wslhabmap/cl92/lulc_wslhabmap_cl92_25.tif;yes
lulc;wslhabmap;cl92;present;NA;NA;NA;NA;NA;300;buildings;percentage cover;./lulc/wslhabmap/cl92/lulc_wslhabmap_cl92_300.tif;yes
lulc;wslhabmap;cl92;present;NA;NA;NA;NA;NA;3000;buildings;percentage cover;./lulc/wslhabmap/cl92/lulc_wslhabmap_cl92_3000.tif;yes
lulc;wslhabmap;cl92;present;NA;NA;NA;NA;NA;400;buildings;percentage cover;./lulc/wslhabmap/cl92/lulc_wslhabmap_cl92_400.tif;yes
lulc;wslhabmap;cl92;present;NA;NA;NA;NA;NA;4000;buildings;percentage cover;./lulc/wslhabmap/cl92/lulc_wslhabmap_cl92_4000.tif;yes
lulc;wslhabmap;cl92;present;NA;NA;NA;NA;NA;50;buildings;percentage cover;./lulc/wslhabmap/cl92/lulc_wslhabmap_cl92_50.tif;yes
lulc;wslhabmap;cl92;present;NA;NA;NA;NA;NA;500;buildings;percentage cover;./lulc/wslhabmap/cl92/lulc_wslhabmap_cl92_500.tif;yes
lulc;wslhabmap;cl92;present;NA;NA;NA;NA;NA;5000;buildings;percentage cover;./lulc/wslhabmap/cl92/lulc_wslhabmap_cl92_5000.tif;yes
lulc;wslhabmap;cl93;present;NA;NA;NA;NA;NA;NA;roads, rails, paths;percentage cover;./lulc/wslhabmap/cl93/lulc_wslhabmap_cl93.tif;yes
lulc;wslhabmap;cl93;present;NA;NA;NA;NA;NA;100;roads, rails, paths;percentage cover;./lulc/wslhabmap/cl93/lulc_wslhabmap_cl93_100.tif;yes
lulc;wslhabmap;cl93;present;NA;NA;NA;NA;NA;1000;roads, rails, paths;percentage cover;./lulc/wslhabmap/cl93/lulc_wslhabmap_cl93_1000.tif;yes
lulc;wslhabmap;cl93;present;NA;NA;NA;NA;NA;1500;roads, rails, paths;percentage cover;./lulc/wslhabmap/cl93/lulc_wslhabmap_cl93_1500.tif;yes
lulc;wslhabmap;cl93;present;NA;NA;NA;NA;NA;200;roads, rails, paths;percentage cover;./lulc/wslhabmap/cl93/lulc_wslhabmap_cl93_200.tif;yes
lulc;wslhabmap;cl93;present;NA;NA;NA;NA;NA;2000;roads, rails, paths;percentage cover;./lulc/wslhabmap/cl93/lulc_wslhabmap_cl93_2000.tif;yes
lulc;wslhabmap;cl93;present;NA;NA;NA;NA;NA;25;roads, rails, paths;percentage cover;./lulc/wslhabmap/cl93/lulc_wslhabmap_cl93_25.tif;yes
lulc;wslhabmap;cl93;present;NA;NA;NA;NA;NA;300;roads, rails, paths;percentage cover;./lulc/wslhabmap/cl93/lulc_wslhabmap_cl93_300.tif;yes
lulc;wslhabmap;cl93;present;NA;NA;NA;NA;NA;3000;roads, rails, paths;percentage cover;./lulc/wslhabmap/cl93/lulc_wslhabmap_cl93_3000.tif;yes
lulc;wslhabmap;cl93;present;NA;NA;NA;NA;NA;400;roads, rails, paths;percentage cover;./lulc/wslhabmap/cl93/lulc_wslhabmap_cl93_400.tif;yes
lulc;wslhabmap;cl93;present;NA;NA;NA;NA;NA;4000;roads, rails, paths;percentage cover;./lulc/wslhabmap/cl93/lulc_wslhabmap_cl93_4000.tif;yes
lulc;wslhabmap;cl93;present;NA;NA;NA;NA;NA;50;roads, rails, paths;percentage cover;./lulc/wslhabmap/cl93/lulc_wslhabmap_cl93_50.tif;yes
lulc;wslhabmap;cl93;present;NA;NA;NA;NA;NA;500;roads, rails, paths;percentage cover;./lulc/wslhabmap/cl93/lulc_wslhabmap_cl93_500.tif;yes
lulc;wslhabmap;cl93;present;NA;NA;NA;NA;NA;5000;roads, rails, paths;percentage cover;./lulc/wslhabmap/cl93/lulc_wslhabmap_cl93_5000.tif;yes
lulc;wslhabmap;cl94;present;NA;NA;NA;NA;NA;NA;parking, sport grounds;percentage cover;./lulc/wslhabmap/cl94/lulc_wslhabmap_cl94.tif;yes
lulc;wslhabmap;cl94;present;NA;NA;NA;NA;NA;100;parking, sport grounds;percentage cover;./lulc/wslhabmap/cl94/lulc_wslhabmap_cl94_100.tif;yes
lulc;wslhabmap;cl94;present;NA;NA;NA;NA;NA;1000;parking, sport grounds;percentage cover;./lulc/wslhabmap/cl94/lulc_wslhabmap_cl94_1000.tif;yes
lulc;wslhabmap;cl94;present;NA;NA;NA;NA;NA;1500;parking, sport grounds;percentage cover;./lulc/wslhabmap/cl94/lulc_wslhabmap_cl94_1500.tif;yes
lulc;wslhabmap;cl94;present;NA;NA;NA;NA;NA;200;parking, sport grounds;percentage cover;./lulc/wslhabmap/cl94/lulc_wslhabmap_cl94_200.tif;yes
lulc;wslhabmap;cl94;present;NA;NA;NA;NA;NA;2000;parking, sport grounds;percentage cover;./lulc/wslhabmap/cl94/lulc_wslhabmap_cl94_2000.tif;yes
lulc;wslhabmap;cl94;present;NA;NA;NA;NA;NA;25;parking, sport grounds;percentage cover;./lulc/wslhabmap/cl94/lulc_wslhabmap_cl94_25.tif;yes
lulc;wslhabmap;cl94;present;NA;NA;NA;NA;NA;300;parking, sport grounds;percentage cover;./lulc/wslhabmap/cl94/lulc_wslhabmap_cl94_300.tif;yes
lulc;wslhabmap;cl94;present;NA;NA;NA;NA;NA;3000;parking, sport grounds;percentage cover;./lulc/wslhabmap/cl94/lulc_wslhabmap_cl94_3000.tif;yes
lulc;wslhabmap;cl94;present;NA;NA;NA;NA;NA;400;parking, sport grounds;percentage cover;./lulc/wslhabmap/cl94/lulc_wslhabmap_cl94_400.tif;yes
lulc;wslhabmap;cl94;present;NA;NA;NA;NA;NA;4000;parking, sport grounds;percentage cover;./lulc/wslhabmap/cl94/lulc_wslhabmap_cl94_4000.tif;yes
lulc;wslhabmap;cl94;present;NA;NA;NA;NA;NA;50;parking, sport grounds;percentage cover;./lulc/wslhabmap/cl94/lulc_wslhabmap_cl94_50.tif;yes
lulc;wslhabmap;cl94;present;NA;NA;NA;NA;NA;500;parking, sport grounds;percentage cover;./lulc/wslhabmap/cl94/lulc_wslhabmap_cl94_500.tif;yes
